acid-pit-,Creates a pit with a layer of acid on the bottom.
"evolution-surge,-greater",Grants eidolon two evolutions with a total of 6 evolution points.
purified-calling,Eidolon summoned is fully healed.
transmogrify,Change your eidolon's evolutions.
hungry-pit-,"As <i><a href=""spells/createPit.html#_create-pit-"">create pit</a></i>, but dealing 4d6 damage to those in it as it closes."
planar-adaptation,Resist harmful effects of other plane.
"rejuvenate-eidolon,-greater","As <i><a href=""spells/rejuvenateEidolon.html#_rejuvenate-eidolon,-lesser"">lesser rejuvenate eidolon</a></i>, but cures 5d10 damage +1/level (max +20)."
"planar-adaptation,-mass","As <i><a href=""spells/planarAdaptation.html#_planar-adaptation"">planar adaptation</a></i>, but affects multiple creatures."
putrefy-food-and-drink,Makes food and water inedible.
spark-,Ignites flammable objects.
beguiling-gift,Subject immediately accepts an offered item and uses it.
dancing-lantern-,Animates a lantern that follows you.
ill-omen,Target rolls twice for checks and attacks and uses worst roll.
mask-dweomer,Hides presence of a spell from d<i>etect magic</i>.
burning-gaze,Inflict 1d6 fire damage to creature by looking at it.
feast-of-ashes,A target starves with an insatiable hunger.
fester,Gives subject SR 12 + your level vs. healing effects.
glide-,You take no falling damage and move 60 ft./round while falling.
hidden-speech,"Gain +10 on <a href=""../skills/bluff.html#_bluff"">Bluff</a> to send secret messages."
perceive-cues,"+5 <a href=""../skills/perception.html#_perception"">Perception</a> and <a href=""../skills/senseMotive.html#_sense-motive"">Sense Motive</a> 10 min./level."
pox-pustules,Subject is sickened and has &#8211;4 Dex.
vomit-swarm,Produces a spider swarm that fights for you.
cup-of-dust,Causes a creature to become dehydrated.
guiding-star-,Know approximate distance from where you cast this spell.
nature's-exile,"Gives subject &#8211;10 on <a href=""../skills/survival.html#_survival"">Survival</a> checks."
pain-strike,Inflicts 1d6 nonlethal damage 1 round/level.
screech,Foes provoke attacks of opportunity.
seek-thoughts,Detects thinking creatures' thoughts.
share-senses,Perceive the world around your familiar.
twilight-knife-,Floating knife attacks with you.
moonstruck,Subject is enraged and confused.
sleepwalk,Causes creature to move while asleep.
spite,Inflict touch spell upon creature that attacks you.
threefold-aspect,Appear older or younger.
wandering-star-motes,Outlines subject and produces light as a sunrod.
banish-seeming,Dispels touched illusion or a creature's change in form.
"pain-strike,-mass","As <i><a href=""spells/painStrike.html#_pain-strike"">pain strike</a></i>, but affects multiple creatures."
rest-eternal,Dead creature cannot be revived.
suffocation,Target quickly suffocates to death.
cloak-of-dreams,Causes living creatures within 5 ft. to fall asleep.
"fester,-mass","As <i><a href=""spells/fester.html#_fester"">fester</a></i>, but affecting multiple targets."
swarm-skin-,Turns your body into a swarm of vermin.
unwilling-shield,Subject shares wounds you receive.
stormbolts,1d8 damage/level (max 20d8) to targets.
"suffocation,-mass",One creature/level suffocates to death.
adjuring-step-,"You can move slowly and safely and still cast spells, until you move quickly, make an attack, or cast a harmful spell."
illusion-of-calm,"You appear to be standing still, even when you take some actions."
longshot,Grants a +10-foot bonus to the range increment for any ranged weapon fired.
see-alignment,"Pick an alignment; in your sight, creatures and items with that alignment emit a ghostly radiance."
shock-shield,A shield of force protects you until you dismiss it in an explosion of electricity.
targeted-bomb-admixture,Empowers bombs you throw to deal more damage to a single creature.
ablative-barrier,Surrounds the target with layers of force.
animal-aspect,You gain some of the beneficial qualities of an animal.
"ant-haul,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/antHaul.html#_ant-haul-"">ant haul</a></i>, but you may divide the duration among creatures touched."
bestow-weapon-proficiency,Grants a creature proficiency in a single weapon for short period of time.
blistering-invective,"Make an <a href=""/pathfinderRPG/prd/skills/intimidate.html#_intimidate"">Intimidate</a> check against all foes within 30 feet; those demoralized also take fire damage."
bullet-shield,You gain a +4 deflection bonus to AC against firearm attacks.
certain-grip-,"You gain a +4 competence bonus on <a href=""/pathfinderRPG/prd/skills/acrobatics.html#_acrobatics"">Acrobatics</a> and <a href=""/pathfinderRPG/prd/skills/climb.html#_climb"">Climb</a> checks and to CMD."
kinetic-reverberation-,Channels the force of an enemy's attack back into its weapon.
shadow-bomb-admixture,Empowers bombs you throw to cover the target with a shadowy substance that grants it concealment and limits its vision.
touch-injection,"You can deliver an infusion, elixir, poison, or potion as a touch attack."
absorb-toxicity,"You become immune to diseases and toxins, absorb one, and then spread it to others."
"animal-aspect,-greater","As <i><a href=""spells/animalAspect.html#_animal-aspect"">animal aspect</a></i>, but you gain two animal qualities."
burst-of-speed,"You gain increased speed, and your movement ignores attacks of opportunity and allows you to move through the space of creatures larger than you are."
"darkvision,-communal","As <i><a href=""/pathfinderRPG/prd/spells/darkvision.html#_darkvision"">darkvision</a></i>, but you may divide the duration among creatures touched."
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
"endure-elements,-communal","As <i><a href=""/pathfinderRPG/prd/spells/endureElements.html#_endure-elements"">endure elements</a></i>, but you may divide the duration among creatures touched."
lightning-lash-bomb-admixture,Empowers bombs you throw with a ward that deals lightning damage each time those damaged by the bomb move more than 5 feet.
"protection-from-arrows,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromArrows.html#_protection-from-arrows"">protection from arrows</a></i>, but you may divide the duration among creatures touched."
resinous-skin,You gain DR 5/piercing and +4 to CMD against disarm attempts.
"resist-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/resistEnergy.html#_resist-energy"">resist energy</a></i>, but you may divide the duration among creatures touched."
"spider-climb,-communal","As <i><a href=""/pathfinderRPG/prd/spells/spiderClimb.html#_spider-climb"">spider climb</a></i>, but you may divide the duration among creatures touched."
"air-walk,-communal","As <i><a href=""/pathfinderRPG/prd/spells/airWalk.html#_air-walk"">air walk</a></i>, but you may divide the duration among creatures touched."
mutagenic-touch,You can pass a weaker version of your mutagen to another creature.
"tongues,-communal","As <i><a href=""/pathfinderRPG/prd/spells/tongues.html#_tongues"">tongues</a></i>, but you may divide the duration among creatures touched."
viper-bomb-admixture,Empowers bombs you throw to summon poisonous biting vipers that bite those hit or splashed by the bomb.
dust-form,You become an incorporeal creature of dust for a short period of time.
languid-bomb-admixture,Empowers bombs you throw to cause fatigue in those directly hit or splashed by the bomb.
"stoneskin,-communal","As <i><a href=""/pathfinderRPG/prd/spells/stoneskin.html#_stoneskin"">stoneskin</a></i>, but you may divide the duration among creatures touched."
caging-bomb-admixture,Your bombs create a cage of force that traps creatures inside the bomb's splash radius.
walk-through-space,You can spend a move action to teleport 30 feet or to stand while prone without provoking attacks of opportunity.
litany-of-sloth,Single target cannot make attacks of opportunity for 1 round.
litany-of-weakness,Single target is fatigued for 1 round.
longshot,Grants a +10 foot bonus to the range increment for any ranged weapon fired.
bestow-weapon-proficiency,Grant a creature proficiency in a single weapon for short period of time.
litany-of-defense,Doubles armor's enhancement bonus.
litany-of-eloquence,Fascinates a single creature for 1 round.
litany-of-entanglement,Entangles a creature for 1 round.
litany-of-warding,You gain two additional attacks of opportunity for 1 round.
magic-siege-engine,Siege engine gains +1 on targeting and damage rolls.
"protection-from-good,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromGood.html#_protection-from-good"">protection from good</a></i>, but you may divide the duration among creatures touched."
"protection-from-law,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromLaw.html#_protection-from-law"">protection from law</a></i>, but you may divide the duration among creatures touched."
burst-of-speed,"You gain increased speed, and your movement ignores attacks of opportunity and allows you to move through the space of creatures larger than you are."
"darkvision,-communal","As <i><a href=""/pathfinderRPG/prd/spells/darkvision.html#_darkvision"">darkvision</a></i>, but you may divide the duration among creatures touched."
deadly-juggernaut,Your might increases with every kill you make.
litany-of-escape,Teleports a friend out of a grapple.
litany-of-sight,You can see invisible creatures and objects within 30 feet of you.
litany-of-madness,A single target is confused for at least 1 round.
litany-of-thunder,"A single target is deafened until the condition is removed, and is confused for 1 round."
litany-of-vengeance,Allies attacking the target of the spell gain a +5 bonus on damage rolls for 1 round.
"magic-siege-engine,-greater",Siege engine gains +1 on targeting and damage rolls for every four caster levels.
"nondetection,-communal","As <i><a href=""/pathfinderRPG/prd/spells/nondetection.html#_nondetection"">nondetection</a></i>, but you may divide the duration among creatures touched."
haunted-fey-aspect,You surround yourself with disturbing illusions.
adjuring-step-,"You can move slowly and safely and still cast spells, until you move quickly, make an attack, or cast a harmful spell."
abundant-ammunition,Replaces nonmagical ammunition every round.
adoration,"You gain a bonus on <a href=""/pathfinderRPG/prd/skills/diplomacy.html#_diplomacy"">Diplomacy</a> checks and performance combat checks."
compel-hostility,Compels opponents to attack you instead of your allies.
deadeye's-lore,"Gain a +4 bonus on <a href=""/pathfinderRPG/prd/skills/survival.html#_survival"">Survival</a> and move full speed while tracking."
jury-rig,Removes the broken condition from the targeted object.
liberating-command,"Target makes an <a href=""/pathfinderRPG/prd/skills/escapeArtist.html#_escape-artist"">Escape Artist</a> check as an immediate action and gains a bonus on it."
lock-gaze,Compels the target to look only at you for the duration of the spell.
moment-of-greatness,Doubles a morale bonus.
negative-reaction,Targeted creature may not positively influence anyone.
see-alignment,"Pick an alignment; in your sight, creatures and items with that alignment emit a ghostly radiance."
blistering-invective,"Make an <a href=""/pathfinderRPG/prd/skills/intimidate.html#_intimidate"">Intimidate</a> check against all foes within 30 feet; those demoralized also take fire damage."
discovery-torch-,"Touched object emanates bright light, granting <a href=""/pathfinderRPG/prd/skills/perception.html#_perception"">Perception</a> and <a href=""/pathfinderRPG/prd/skills/senseMotive.html#_sense-motive"">Sense Motive</a> bonuses."
pilfering-hand,You may seize an object or manipulate it from afar.
qualm,"Target gains penalties on ability checks, skill checks, and concentration checks until it spends an entire round doing nothing."
returning-weapon,"Grants a weapon the <i><a href=""/pathfinderRPG/prd/magicItems/weapons.html#_weapons-returning"">returning</a></i> special weapon quality."
"share-language,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/shareLanguage.html#_share-language-"">share language</a></i>, but you may divide the duration among creatures touched."
tactical-acumen,You gain an additional +1 on attack rolls or to AC due to battlefield positioning.
thunder-fire,Ammunition in the targeted firearm deafens opponents.
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
phantom-driver,Conjures a phantom to drive vehicles.
"returning-weapon,-communal","As <i><a href=""spells/returningWeapon.html#_returning-weapon"">returning weapon</a></i>, but you may divide the duration among weapons touched."
"tongues,-communal","As <i><a href=""/pathfinderRPG/prd/spells/tongues.html#_tongues"">tongues</a></i>, but you may divide the duration among creatures touched."
"phantom-steed,-communal","As <i><a href=""/pathfinderRPG/prd/spells/phantomSteed.html#_phantom-steed"">phantom steed</a></i>, but you may divide the duration among creatures touched."
shocking-image,"As <i><a href=""/pathfinderRPG/prd/spells/mirrorImage.html#_mirror-image"">mirror image</a></i>, but the duplicates emit electrical damage when destroyed."
abundant-ammunition,Replaces nonmagical ammunition every round.
air-bubble,Creates a small pocket of air around your head or an object.
compel-hostility,Compels opponents to attack you instead of your allies.
deadeye's-lore,"Gain a +4 bonus on <a href=""/pathfinderRPG/prd/skills/survival.html#_survival"">Survival</a> and move full speed while tracking."
liberating-command,"Target makes an <a href=""/pathfinderRPG/prd/skills/escapeArtist.html#_escape-artist"">Escape Artist</a> check as an immediate action and gains a bonus on it."
moment-of-greatness,Doubles a morale bonus.
reinforce-armaments,Temporarily mitigates the fragile quality in targeted weapon or armor.
sun-metal,Weapon touched bursts into flames.
"ant-haul,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/antHaul.html#_ant-haul-"">ant haul</a></i>, but you may divide the duration among creatures touched."
bestow-weapon-proficiency,Grant a creature proficiency in a single weapon for short period of time.
effortless-armor,Armor you wear no longer slows your speed.
"endure-elements,-communal","As <i><a href=""/pathfinderRPG/prd/spells/endureElements.html#_endure-elements"">endure elements</a></i>, but you may divide the duration among creatures touched."
instrument-of-agony,"Weapon exudes divine fury, granting a bonus on <a href=""/pathfinderRPG/prd/skills/intimidate.html#_intimidate"">Intimidate</a> checks."
magic-siege-engine,Siege engine gains +1 on targeting and damage rolls.
pilfering-hand,You may seize an object or manipulate it from afar.
"protection-from-chaos,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromChaos.html#_protection-from-chaos"">protection from chaos</a></i>, but you may divide the duration among creatures touched."
"protection-from-evil,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEvil.html#_protection-from-evil"">protection from evil</a></i>, but you may divide the duration among creatures touched."
"protection-from-good,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromGood.html#_protection-from-good"">protection from good</a></i>, but you may divide the duration among creatures touched."
"protection-from-law,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromLaw.html#_protection-from-law"">protection from law</a></i>, but you may divide the duration among creatures touched."
"reinforce-armaments,-communal","As <i><a href=""spells/reinforceArmaments.html#_reinforce-armaments"">reinforce armaments</a></i>, but you may divide the duration among objects touched."
returning-weapon,"Grants a weapon the <i><a href=""/pathfinderRPG/prd/magicItems/weapons.html#_weapons-returning"">returning</a></i> special weapon quality."
chain-of-perdition,Creates a floating chain of force.
daybreak-arrow,Targeted ammunition exudes radiant energy.
deadly-juggernaut,Your might increases with every kill you make.
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
discovery-torch-,"Touched object emanates bright light, granting <a href=""/pathfinderRPG/prd/skills/perception.html#_perception"">Perception</a> and <a href=""/pathfinderRPG/prd/skills/senseMotive.html#_sense-motive"">Sense Motive</a> bonuses."
"resist-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/resistEnergy.html#_resist-energy"">resist energy</a></i>, but you may divide the duration among creatures touched."
"returning-weapon,-communal","As <i><a href=""spells/returningWeapon.html#_returning-weapon"">returning weapon</a></i>, but you may divide the duration among weapons touched."
"share-language,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/shareLanguage.html#_share-language-"">share language</a></i>, but you may divide the duration among creatures touched."
debilitating-portent,"Inflicts an ill fate on a creature, halving its damage when it attacks or casts a spell."
"protection-from-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEnergy.html#_protection-from-energy"">protection from energy</a></i>, but you may divide the duration among creatures touched."
summoner-conduit,The target takes damage whenever its summoned creature does.
"water-walk,-communal","As <i><a href=""/pathfinderRPG/prd/spells/waterWalk.html#_water-walk"">water walk</a></i>, but you may divide the duration among creatures touched."
"air-walk,-communal","As <i><a href=""/pathfinderRPG/prd/spells/airWalk.html#_air-walk"">air walk</a></i>, but you may divide the duration among creatures touched."
"magic-siege-engine,-greater",Siege engine gains +1 on targeting and damage rolls for every four caster levels.
"spell-immunity,-communal","As <i><a href=""/pathfinderRPG/prd/spells/spellImmunity.html#_spell-immunity"">spell immunity</a></i>, but you may divide the duration among creatures touched."
symbol-of-striking,"As <i><a href=""/pathfinderRPG/prd/spells/symbolOfDeath.html#_symbol-of-death"">symbol of death</a></i>, but fills a 5-foot square."
"tongues,-communal","As <i><a href=""/pathfinderRPG/prd/spells/tongues.html#_tongues"">tongues</a></i>, but you may divide the duration among creatures touched."
dust-form,You become an incorporeal creature of dust for a short period of time.
jolting-portent,"You inflict a vengeful fate on a creature, dealing electricity damage each time it attacks or casts a spell."
frightful-aspect,"You take on a terrifying, Large-sized form of yourself and emit an aura that causes creatures to become shaken or frightened."
"spell-immunity,-greater-communal","As <i><a href=""/pathfinderRPG/prd/spells/spellImmunity.html#_spell-immunity-greater"">greater spell immunity</a></i>, but you may divide the duration among creatures touched."
air-bubble,Creates a small pocket of air around your head or an object.
damp-powder,Ruins ammunition loaded in the targeted firearm.
deadeye's-lore,"Gain a +4 bonus on <a href=""/pathfinderRPG/prd/skills/survival.html#_survival"">Survival</a> and move full speed while tracking."
liberating-command,"Target makes an <a href=""/pathfinderRPG/prd/skills/escapeArtist.html#_escape-artist"">Escape Artist</a> check as an immediate action and gains a bonus on it."
weaken-powder,Targeted firearm's ammunition halves the firearm's range and imposes a –2 penalty on damage rolls.
animal-aspect,You gain some of the beneficial qualities of an animal.
"ant-haul,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/antHaul.html#_ant-haul-"">ant haul</a></i>, but you may divide the duration among creatures touched."
certain-grip-,"You gain a +4 competence bonus on <a href=""/pathfinderRPG/prd/skills/acrobatics.html#_acrobatics"">Acrobatics</a> and <a href=""/pathfinderRPG/prd/skills/climb.html#_climb"">Climb</a> checks and to CMD."
"endure-elements,-communal","As <i><a href=""/pathfinderRPG/prd/spells/endureElements.html#_endure-elements"">endure elements</a></i>, but you may divide the duration among creatures touched."
forest-friend-,Plants in a forested area become helpful instead of hindering you and your allies.
frost-fall,The area is covered in a chilling frost.
wilderness-soldiers,Nearby plants aid you in combat.
"animal-aspect,-greater","As <i><a href=""spells/animalAspect.html#_animal-aspect"">animal aspect</a></i>, but you gain two animal qualities."
companion-mind-link,"You can talk with your animal companion, and can handle it with supernatural ease."
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
pup-shape,Transforms a single animal or magical beast into a younger and cuter version of itself for a short time.
resinous-skin,You gain DR 5/piercing and +4 to CMD against disarm attempts.
"resist-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/resistEnergy.html#_resist-energy"">resist energy</a></i>, but you may divide the duration among creatures touched."
"share-language,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/shareLanguage.html#_share-language-"">share language</a></i>, but you may divide the duration among creatures touched."
"spider-climb,-communal","As <i><a href=""/pathfinderRPG/prd/spells/spiderClimb.html#_spider-climb"">spider climb</a></i>, but you may divide the duration among creatures touched."
absorb-toxicity,"You become immune to diseases and toxins, absorb one, and then spread it to others."
obsidian-flow,Converts the surface of the ground into molten glass.
"protection-from-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEnergy.html#_protection-from-energy"">protection from energy</a></i>, but you may divide the duration among creatures touched."
"air-walk,-communal","As <i><a href=""/pathfinderRPG/prd/spells/airWalk.html#_air-walk"">air walk</a></i>, but you may divide the duration among creatures touched."
dust-form,You become an incorporeal creature of dust for a short period of time.
"stoneskin,-communal","As <i><a href=""/pathfinderRPG/prd/spells/stoneskin.html#_stoneskin"">stoneskin</a></i>, but you may divide the duration among creatures touched."
tar-pool,Converts the top layer of the ground into hot tar.
siege-of-trees,Transforms Large trees into arboreal catapults of the same size.
frightful-aspect,"You take on a terrifying, Large-sized form of yourself and emit an aura that causes creatures to become shaken or frightened."
"siege-of-trees,-greater","As <i><a href=""spells/siegeOfTrees.html#_siege-of-trees"">siege of trees</a></i>, but can transform Huge and Gargantuan trees into arboreal catapults of the same size."
bowstaff,"A shortbow may double as a club, or a longbow as a quarterstaff."
compel-hostility,Compels opponents to attack you instead of your allies.
deadeye's-lore,"Gain a +4 bonus on <a href=""/pathfinderRPG/prd/skills/survival.html#_survival"">Survival</a> and move full speed while tracking."
litany-of-sloth,Single target cannot make attacks of opportunity for 1 round.
litany-of-weakness,Single target is fatigued for 1 round.
lock-gaze,Compels the target to look only at you for the duration of the spell.
longshot,Grants a +10-foot bonus to the range increment for any ranged weapon fired.
peacebond,Locks a weapon in place on the target's body.
returning-weapon,"Grants a weapon the <i><a href=""/pathfinderRPG/prd/magicItems/weapons.html#_weapons-returning"">returning</a></i> special weapon quality."
unerring-weapon,"Grants a +2 bonus, +1 per four caster levels, on attack rolls to confirm a critical hit."
bestow-weapon-proficiency,Grant a creature proficiency in a single weapon for short period of time.
blistering-invective,"Make an <a href=""/pathfinderRPG/prd/skills/intimidate.html#_intimidate"">Intimidate</a> check against all foes within 30 feet; those demoralized also take fire damage."
brow-gasher,Slashing weapon deals bleed damage to an opponent's head.
discovery-torch-,"Object touched emanates bright light, granting <a href=""/pathfinderRPG/prd/skills/perception.html#_perception"">Perception</a> and <a href=""/pathfinderRPG/prd/skills/senseMotive.html#_sense-motive"">Sense Motive</a> bonuses."
effortless-armor,Armor you wear no longer slows your speed.
instrument-of-agony,"Weapon exudes divine fury, granting a bonus on <a href=""/pathfinderRPG/prd/skills/intimidate.html#_intimidate"">Intimidate</a> checks."
litany-of-defense,Doubles armor's enhancement bonus.
magic-siege-engine,Siege engine gains +1 on targeting and damage rolls.
"protection-from-chaos,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromChaos.html#_protection-from-chaos"">protection from chaos</a></i>, but you may divide the duration among creatures touched."
"protection-from-evil,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEvil.html#_protection-from-evil"">protection from evil</a></i>, but you may divide the duration among creatures touched."
"protection-from-good,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromGood.html#_protection-from-good"">protection from good</a></i>, but you may divide the duration among creatures touched."
"protection-from-law,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromLaw.html#_protection-from-law"">protection from law</a></i>, but you may divide the duration among creatures touched."
qualm,"Target gains penalties on ability checks, skill checks, and concentration checks until it spends an entire round doing nothing."
"returning-weapon,-communal","As <i><a href=""spells/returningWeapon.html#_returning-weapon"">returning weapon</a></i>, but you may divide the duration among weapons touched."
tactical-acumen,You gain an additional +1 on attack rolls or to AC due to battlefield positioning.
burst-of-speed,"You gain increased speed, and your movement ignores attacks of opportunity and allows you to move through the space of creatures larger than you are."
daybreak-arrow,Targeted ammunition exudes radiant energy.
deadly-juggernaut,Your might increases with every kill you make.
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
litany-of-eloquence,Fascinates a single creature for 1 round.
litany-of-entanglement,Entangles a creature for 1 round.
litany-of-righteousness,A single evil creature takes more damage from creatures with a good aura.
litany-of-warding,You gain two additional attacks of opportunity for 1 round.
locate-weakness,You roll damage twice when you roll damage for a critical hit and take the best damage.
"resist-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/resistEnergy.html#_resist-energy"">resist energy</a></i>, but you may divide the duration among creatures touched."
find-quarry,You can sense whether a particular creature is within 20 miles of your location.
judgment-light,You gain an additional effect while a judgment is active.
litany-of-escape,Teleports a friend out of a grapple.
litany-of-sight,You can see invisible creatures and objects within 30 feet of you.
"magic-siege-engine,-greater",Siege engine gains +1 on targeting and damage rolls for every four caster levels.
named-bullet,Imbues ammunition with accuracy against a specific creature type.
"protection-from-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEnergy.html#_protection-from-energy"">protection from energy</a></i>, but you may divide the duration among creatures touched."
litany-of-thunder,"A single target is deafened until the condition is removed, and is confused for 1 round."
litany-of-vengeance,Allies attacking the target of the spell gain a +5 bonus on damage rolls for 1 round.
"spell-immunity,-communal","As <i><a href=""/pathfinderRPG/prd/spells/spellImmunity.html#_spell-immunity"">spell immunity</a></i>, but you may divide the duration among creatures touched."
"stoneskin,-communal","As <i><a href=""/pathfinderRPG/prd/spells/stoneskin.html#_stoneskin"">stoneskin</a></i>, but you may divide the duration among creatures touched."
litany-of-madness,A single target is confused for at least 1 round.
"named-bullet,-greater","As <i><a href=""spells/namedBullet.html#_named-bullet"">named bullet</a></i>, but deals 2 points of damage per caster level."
adjuring-step-,"You can move slowly and safely and still cast spells, until you move quickly, make an attack, or cast a harmful spell."
illusion-of-calm,"You appear to be standing still, even when you take some actions."
jury-rig,Removes the broken condition from the targeted object.
lock-gaze,Compels the target to look only at you for the duration of the spell.
longshot,Grants a +10-foot bonus to the range increment for any ranged weapon fired.
mirror-strike,You may strike multiple opponents with a single attack.
negative-reaction,Targeted creature may not positively influence anyone.
reinforce-armaments,Temporarily mitigates the fragile quality in targeted weapon or armor.
returning-weapon,"Grants a weapon the <i><a href=""/pathfinderRPG/prd/magicItems/weapons.html#_weapons-returning"">returning</a></i> special weapon quality."
shock-shield,A shield of force protects you until you dismiss it in an explosion of electricity.
unerring-weapon,"Grants a +2 bonus, +1 per four caster levels, on attack rolls to confirm a critical hit."
warding-weapon,"The weapon you use for the focus of this spell defends you, allowing you to cast spells without provoking attacks of opportunity."
ablative-barrier,Surrounds the target with layers of force.
animal-aspect,You gain some of the beneficial qualities of an animal.
bestow-weapon-proficiency,Grants a creature proficiency in a single weapon for short period of time.
brow-gasher,Slashing weapon deals bleed damage to an opponent's head.
effortless-armor,Armor you wear no longer slows your speed.
"mount,-communal","As <i><a href=""/pathfinderRPG/prd/spells/mount.html#_mount"">mount</a></i>, but you may divide the duration among creatures touched."
pilfering-hand,You may seize an object or manipulate it from afar.
reloading-hands,Loads a single shot into your weapon every round.
"reinforce-armaments,-communal","As <i><a href=""spells/reinforceArmaments.html#_reinforce-armaments"">reinforce armaments</a></i>, but you may divide the duration among objects touched."
"returning-weapon,-communal","As <i><a href=""spells/returningWeapon.html#_returning-weapon"">returning weapon</a></i>, but you may divide the duration among weapons touched."
tactical-acumen,You gain an additional +1 on attack rolls or to AC due to battlefield positioning.
telekinetic-assembly,Assembles a siege engine using 1 fewer worker for every two caster levels.
twisted-space,Targeted creature's attacks target a random square instead of the intended target.
"animal-aspect,-greater","As <i><a href=""spells/animalAspect.html#_animal-aspect"">animal aspect</a></i>, but you gain two animal qualities."
burst-of-speed,"You gain increased speed, and your movement ignores attacks of opportunity and allows you to move through the space of creatures larger than you are."
locate-weakness,You roll damage twice when you roll damage for a critical hit and take the best damage.
pellet-blast,Creates an explosion of conjured metal pellets.
wreath-of-blades,"Four mithral daggers speed around you, attacking nearby creatures and protecting your spellcasting from attacks of opportunity."
symbol-of-striking,"As <i><a href=""/pathfinderRPG/prd/spells/symbolOfDeath.html#_symbol-of-death"">symbol of death</a></i>, but fills a 5-foot square."
walk-through-space,You can spend a move action to teleport 30 feet or to stand while prone without provoking attacks of opportunity.
bowstaff,"A shortbow may double as a club, or a longbow as a quarterstaff."
compel-hostility,Compels opponents to attack you instead of your allies.
liberating-command,"Target makes an <a href=""/pathfinderRPG/prd/skills/escapeArtist.html#_escape-artist"">Escape Artist</a> check as an immediate action and gains a bonus on it."
litany-of-sloth,Single target cannot make attacks of opportunity for 1 round.
longshot,Grants a +10-foot bonus to the range increment for any ranged weapon fired.
sun-metal,Weapon touched bursts into flames.
tactical-acumen,You gain an additional +1 on attack rolls or to AC due to battlefield positioning.
bestow-weapon-proficiency,Grants a creature proficiency in a single weapon for short period of time.
divine-arrow,Imbues a projectile with holy energy.
effortless-armor,Armor you wear no longer slows your speed.
"endure-elements,-communal","As <i><a href=""/pathfinderRPG/prd/spells/endureElements.html#_endure-elements"">endure elements</a></i>, but you may divide the duration among creatures touched."
litany-of-defense,Doubles armor's enhancement bonus.
litany-of-eloquence,Fascinates a single creature for 1 round.
litany-of-entanglement,Entangles a creature for 1 round.
litany-of-righteousness,A single evil creature takes more damage from creatures with a good aura.
litany-of-warding,You gain two additional attacks of opportunity for 1 round.
magic-siege-engine,Siege engine gains +1 on targeting and damage rolls.
"protection-from-chaos,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromChaos.html#_protection-from-chaos"">protection from chaos</a></i>, but you may divide the duration among creatures touched."
"protection-from-evil,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEvil.html#_protection-from-evil"">protection from evil</a></i>, but you may divide the duration among creatures touched."
"protection-from-good,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromGood.html#_protection-from-good"">protection from good</a></i>, but you may divide the duration among creatures touched."
"protection-from-law,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromLaw.html#_protection-from-law"">protection from law</a></i>, but you may divide the duration among creatures touched."
